date,sales,onpromotion,oil_price,holiday,diff,Train_Forecast_Sarimax,Train_Forecast_prophet,train_Forecast_LSTM,train_Forecast_XGB,train_Forecast_RF
2013-08-09,337521.667868,0,106.04,0,-56309.452139,459191.8112890828,267303.4346010624,422383.6875,393653.12,384879.9752367587
2013-08-10,434184.94409,0,106.07751051893408,1,-82771.901923,479079.1186152998,535057.4662471534,474979.40625,530282.6,396417.01223633235
2013-08-11,434720.3230013,0,106.15248948106591,0,-79546.95293870004,376284.0225437704,529016.0887803176,478252.125,530282.6,386391.6849517376
2013-08-12,349539.224033,0,106.19,0,-57494.58691299998,360184.8655182894,345543.53731151833,423651.34375,442941.7,386391.6849517376
2013-08-13,317103.331061,0,106.78,0,-40160.523025,361088.8257130626,296246.51610266924,374655.46875,386996.8,387789.4226378094
2013-08-14,324377.386893,0,106.89,0,-26924.74511000001,306161.6858837558,283258.27045258204,350288.84375,402206.25,388544.9334282908
2013-08-15,311043.17291,0,107.43,1,90.1489785000449,366212.7692320428,303941.04467305995,341944.125,344933.9,391924.7317878227
2013-08-16,364487.3218839,0,107.58,0,26965.654015899985,521864.3873726507,268226.6493401042,373667.0625,364354.34,390439.1863011133
2013-08-17,448835.3109167,0,107.46996914446002,0,14650.366826699988,449092.00894969655,481894.1908907335,426660.25,470819.38,390439.1863011133
2013-08-18,464053.7730675,0,107.25003085553998,0,29333.450066199992,344208.90291875246,535252.658507493,431085.21875,470819.38,390439.1863011133
2013-08-19,362085.52696,0,107.14,0,12546.302926999982,335451.1223402885,354799.66444145894,390985.8125,364354.34,390439.1863011133
2013-08-20,343046.11398,0,104.9,0,25942.78291900002,344427.59989635425,303359.33438484033,353507.28125,363136.12,385891.1404433625
2013-08-21,335724.643932,0,103.93,0,11347.25703899999,294605.6392404879,291650.3070066756,346460.8125,364354.34,417559.537344157
2013-08-22,306473.26098,0,104.93,0,-4569.911930000002,350610.47188965883,259765.03789521777,354197.46875,344933.9,385891.1404433625
2013-08-23,331906.369098,0,106.48,0,-32580.95278589998,437152.8046024197,286789.1044131265,391038.6875,385831.2,386391.6849517376
2013-08-24,420576.154994,0,106.32995792426368,1,-28259.15592270001,515644.55460555456,560202.9739766221,431470.96875,472593.97,396417.01223633235
2013-08-25,443694.093754,0,106.03004207573632,0,-20359.679313500004,453830.6290347189,559394.3322506619,440443.1875,478959.78,384879.9752367587
2013-08-26,347159.6410143,0,105.88,0,-14925.885945699993,424882.702509969,381349.6767923646,397292.3125,385831.2,381911.3971440669
2013-08-27,319688.2190185,0,109.11,0,-23357.894961500017,392944.6299141828,342718.63245551323,363366.3125,364354.34,386648.55974702566
2013-08-28,319322.060993,0,110.17,0,-16402.582938999985,333574.8228175523,336717.1173927925,341407.8125,364354.34,401002.2690397863
2013-08-29,294518.685943,0,108.51,0,-11954.575037000002,380250.26704621775,300965.1468648739,336398.90625,344933.9,388337.13122267294
2013-08-30,354932.930947,0,107.98,0,23026.56184899999,476918.7793560944,324805.0001332764,364196.34375,364354.34,389565.26706663944
2013-08-31,523631.3811059,0,108.09504301477465,0,103055.2261119,562523.077682271,542350.0526683629,418357.125,454284.53,389565.26706663944
2013-09-01,640406.221875,0,108.325,0,196712.12812100007,424615.84484558384,599314.3423162025,453066.3125,472593.97,389553.5577186758
2013-09-02,458792.960966,0,108.55495698522536,0,111633.3199517,386292.40680121945,421493.48201232444,438598.65625,364354.34,388337.13122267294
2013-09-03,397680.420032,0,108.67,0,77992.20101349999,340986.42529662565,375824.55685244576,391204.21875,363136.12,388337.13122267294
2013-09-04,392565.48591,0,107.29,0,73243.424917,301103.70469499944,363685.5019141065,363149.59375,363136.12,390439.1863011133
2013-09-05,330622.779063,0,108.5,0,36104.093119999976,343248.41454552225,331774.9463161092,368686.78125,325792.06,388337.13122267294
2013-09-06,335442.247929,0,110.62,0,-19490.68301799998,481580.7126624745,358691.2134227781,420444.78125,402206.25,401002.2690397863
2013-09-07,518584.247,0,110.3699298737728,0,-5047.134105900012,539132.1616332384,573146.1362585655,501778.9375,513880.06,401002.2690397863
2013-09-08,560852.005091,0,109.87007012622722,0,-79554.21678400005,397274.1921378173,626081.3457019442,568067.8125,674110.3,398692.07820048695
2013-09-09,377151.7070027,0,109.62,0,-81641.25396329997,355970.20880318753,444552.28193841036,499786.53125,475912.0,390993.5613455471
2013-09-10,308074.4658225,0,107.48,0,-89605.95420949999,343806.0840893625,391609.25269184436,422583.75,391821.97,390439.1863011133
2013-09-11,323124.61885,0,107.65,0,-69440.86705999996,304611.84510855586,379580.29631493165,375497.78125,393653.12,390439.1863011133
2013-09-12,282855.730937,0,108.72,0,-47767.04812599998,349075.6717960142,344506.9557744969,356180.96875,364354.34,386648.55974702566
2013-09-13,319556.942029,0,108.31,0,-15885.305899999978,485503.8286895303,363682.3458304217,390290.6875,364354.34,389553.5577186758
2013-09-14,476364.004996,0,107.86737587657784,0,-42220.242004,540335.7231250593,575097.1460247815,477053.75,513880.06,390439.1863011133
2013-09-15,532852.959041,0,106.98262412342216,0,-27999.046050000004,387755.4200268718,624808.2021907374,500858.25,601454.7,391481.5192355728
2013-09-16,373229.840879,0,106.54,0,-3921.866123699991,345013.94493064564,440665.0015697679,421172.75,393653.12,387094.7801518305
2013-09-17,327282.949966,0,105.36,0,19208.484143499983,339144.71459796984,387626.81894690276,354212.96875,344933.9,382381.0972958976
2013-09-18,315687.718926,0,108.23,0,-7436.899924000027,300263.8077930207,379194.68909157394,333829.625,364354.34,388532.4425967054
2013-09-19,279580.372008,0,106.26,0,-3275.358929000038,342219.9749840278,336835.3044750461,326443.84375,324508.34,386391.6849517376
2013-09-20,331846.9039701,0,104.7,0,12289.961941099958,541543.725281297,352735.22175646265,371762.5,363136.12,407170.6824036948
2013-09-21,468298.380896,0,104.4299242636746,0,-8065.624099999957,509746.8708728758,563776.8910483231,456138.90625,490037.28,412785.99656111805
2013-09-22,502068.7019007,0,103.8900757363254,0,-30784.257140300004,385905.9071797581,613762.9534766825,486866.96875,516174.9,417559.537344157
2013-09-23,356043.0340047,0,103.62,0,-17186.806874300004,342093.54029469565,429851.56708313554,415281.5625,406466.3,419627.44575891946
2013-09-24,303333.392926,0,103.22,0,-23949.557039999985,395177.1452970821,378496.78496540245,355592.3125,364354.34,420465.3117916917
2013-09-25,312490.104996,0,102.68,0,-3197.6139299999923,348201.3635971379,363807.23952354776,322778.15625,378187.56,433454.02284667233
2013-09-26,273057.8798588,0,103.1,0,-6522.492149199999,396128.3350403802,326700.35887140763,324079.09375,324508.34,420465.3117916917
2013-09-27,320246.574024,0,102.86,0,-11600.329946100012,487635.3206164932,345917.63071509934,372121.15625,364354.34,434524.1179402794
2013-09-28,484903.6890081,0,102.7349649368864,1,16605.3081121,577885.8750386204,614887.9178516654,442520.5625,490037.28,474917.3844030675
2013-09-29,522868.441946,0,102.4850350631136,0,20799.740045299983,479388.0674563815,609554.0763248296,470304.6875,510884.7,455491.1550634887
2013-09-30,367068.4500143,0,102.36,0,11025.416009599983,367893.7159233926,426852.21813475067,405701.1875,386996.8,455491.1550634887
2013-10-01,436441.034076,0,102.09,0,133107.64114999998,418761.2067852405,376650.1766148865,345983.3125,344933.9,455491.1550634887
2013-10-02,414455.6550375,0,104.15,0,101965.5500415,276010.3498696186,367864.7999580966,351271.6875,344933.9,417559.537344157
2013-10-03,348933.24703,0,103.29,0,75875.36717120005,423941.440001844,328990.4253598588,354812.375,324508.34,422260.1864835857
2013-10-04,378109.978059,0,103.83,0,57863.404035000014,489450.95744520647,350327.6288794791,398670.8125,365627.1,417559.537344157
2013-10-05,540156.625057,0,103.63994670406731,0,55252.93604889995,533577.2476662532,562819.3639093174,473417.4375,490037.28,419627.44575891946
2013-10-06,553031.424016,0,103.26005329593266,0,30162.982070000027,329279.70346955734,614304.0044739273,509337.6875,513880.06,423833.2434760071
2013-10-07,373387.109043,0,103.07,1,6318.659028699971,348963.43080140307,488371.5015364954,465515.34375,406466.3,470615.51551616465
2013-10-08,326726.7240121,0,103.54,0,-109714.31006389996,322547.5287770037,382741.83967953036,444674.9375,470819.38,418837.3083720028
2013-10-09,322529.418957,0,101.63,1,-91926.2360805,336412.13376266963,422766.1258618507,396258.21875,454284.53,520293.2107304653
2013-10-10,305047.0980576,0,103.08,0,-43886.14897240006,361337.6233331517,331209.884742767,376180.59375,364354.34,423070.39591527067
2013-10-11,402913.849028,0,102.17,1,24803.87096900004,484114.3790402291,405994.2483543756,418592.53125,393653.12,484855.9819820736
2013-10-12,426379.6909939,0,102.24252033660588,0,-113776.93406309996,527811.7736012501,561581.9194803204,508380.8125,537614.9,455491.1550634887
2013-10-13,481781.2559686,0,102.3874796633941,0,-71250.16804740002,389870.08015853504,613403.4487771426,490508.75,551012.5,455491.1550634887
2013-10-14,342694.7209944,0,102.46,0,-30692.3880486,367649.8185664538,430621.3741134458,408665.75,413583.2,455491.1550634887
2013-10-15,305242.569986,0,101.15,0,-21484.154026100005,343985.16235633526,377757.22237455746,354485.375,364354.34,486503.6809243483
2013-10-16,355696.963943,0,102.34,0,33167.54498599999,319611.82316126424,366520.9901724468,336561.9375,364354.34,455491.1550634887
2013-10-17,312949.412961,0,100.72,0,7902.314903400023,341434.7314377272,325343.43548229954,360143.40625,344933.9,486503.6809243483
2013-10-18,323327.873107,0,100.87,0,-79585.975921,480409.6514074482,345089.9719623528,408209.84375,416064.94,486503.6809243483
2013-10-19,488245.570001,0,100.47238849929876,0,61865.87900710001,528393.8525567657,556397.080133327,422336.4375,454284.53,488067.08521140943
2013-10-20,537713.5090483,0,99.67761150070127,0,55932.25307969999,364689.66920228297,606401.6061204167,458808.71875,490037.28,497140.66986710415
2013-10-21,348721.327971,0,99.28,0,6026.606976600015,334851.6646308295,422762.12785495,407500.0,364354.34,497140.66986710415
2013-10-22,301641.7850828,0,97.63,0,-3600.784903199994,343987.9203110512,369502.5080820883,358218.3125,344933.9,415768.7682424348
2013-10-23,323105.11598,0,96.9,0,-32591.847963000007,307570.06961654377,355001.1197915037,349273.53125,402206.25,412056.798490279
2013-10-24,276059.0800025,0,96.65,0,-36890.33295850002,353564.52658377844,317185.909637646,342395.9375,344933.9,412056.798490279
2013-10-25,317570.4260338,0,97.4,0,-5757.447073200019,582368.7685090583,338989.815646778,375959.625,364354.34,412836.77792982047
2013-10-26,452902.363914,0,97.73509396914449,0,-35343.20608700003,616384.7975489367,552790.3607376396,457454.1875,490037.28,421994.2071428597
2013-10-27,512891.4830689,0,98.40490603085554,0,-24822.02597939997,390543.9926761425,606865.6681325776,477340.5,548721.44,536075.9482233949
2013-10-28,346941.91396,0,98.74,0,-1779.4140110000153,369640.0233839917,425984.19821527216,397180.65625,364354.34,539750.2488584969
2013-10-29,302332.9969864,0,98.29,0,691.211903599964,453052.3165024341,376468.9853045726,341992.0,339905.1,464834.64641095215
2013-10-30,319494.7050373,0,96.81,0,-3610.410942699993,392916.1551276789,361937.7620731993,323582.375,364354.34,412056.798490279
2013-10-31,298195.433106,0,96.29,0,22136.35310350003,366872.3729001264,325011.28239959606,319347.25,324508.34,405653.7423059187
2013-11-01,403637.232955,0,94.56,0,86066.80692120001,484112.4311087594,343325.38976470125,369653.40625,363136.12,408204.7818764548
2013-11-02,540615.555037,0,94.56500140252454,1,87713.191123,628436.5126082345,614510.5667902493,460640.25,475912.0,454051.95435339655
2013-11-03,602796.556029,0,94.57499859747544,1,89905.07296009996,462559.5833471018,668368.2683757442,494374.875,523449.03,454051.95435339655
2013-11-04,424314.167046,0,94.58,0,77372.25308600004,410327.0244948516,430910.5463103456,427116.8125,364354.34,408204.7818764548
2013-11-05,393322.182909,0,93.4,0,90989.18592260004,316829.6683406811,380592.1223698625,371922.28125,352600.7,412629.5757630195
2013-11-06,386426.9788195,0,94.74,1,66932.2737822,304634.876586122,428706.3691497004,363398.5,363136.12,453196.8152611887
2013-11-07,346293.3400477,0,94.25,1,48097.90694169997,373460.3157660844,391891.46248987556,379695.40625,339905.1,437490.0080384256
2013-11-08,358473.978049,0,94.56,0,-45163.25490599999,502035.14226460434,357135.60601898714,446801.59375,442941.7,408204.7818764548
2013-11-09,513850.32307,0,94.70253997194952,0,-26765.231967,555663.9216345322,571231.5177827664,508690.8125,543271.7,407349.642784247
2013-11-10,587666.490239,0,94.98746002805048,1,-15130.065790000022,397913.2316255009,681562.5196150728,545766.9375,623179.5,468655.7759223327
2013-11-11,374087.890067,0,95.13,1,-50226.27697900002,371188.8520950101,500033.57799877605,488579.78125,454284.53,473953.9050682532
2013-11-12,373277.748034,0,93.12,1,-20044.434875000035,352678.78272958257,446716.34692478034,421533.46875,393653.12,437719.06938897906
2013-11-13,332279.2568851,0,93.91,0,-54147.72193440003,313937.13141073426,378585.25686832954,393715.9375,393653.12,412629.5757630195
2013-11-14,284567.4029707,0,93.76,0,-61725.93707699998,368465.1546899187,340706.7756194308,375270.28125,364354.34,412629.5757630195
2013-11-15,349383.296052,0,93.8,0,-9090.681997000009,512929.9951056079,360408.71358753106,402044.46875,385831.2,412629.5757630195
2013-11-16,524065.5881155,0,93.60744600280503,0,10215.265045500011,552945.0223051711,572023.7358636773,486848.0,523449.03,412629.5757630195
2013-11-17,579209.228924,0,93.22255399719496,0,-8457.261314999894,385799.51016387047,622483.8480103305,531033.4375,651667.0,413405.3798938747
2013-11-18,391945.551999,0,93.03,0,17857.661932000017,349172.6969673047,438670.41209804616,452553.15625,406637.22,412681.14788246393
2013-11-19,329455.2710234,0,93.35,0,-43822.47701059998,355498.14096483344,388484.1747269351,399306.15625,413583.2,418151.91620872135
2013-11-20,354337.734795,0,93.34,0,22058.47790990001,310965.33909101377,374467.9377489894,344007.75,364354.34,419311.8601141394
2013-11-21,298047.047965,0,95.35,0,13479.644994299975,368508.808052492,340050.5001209434,347188.15625,324508.34,401366.2179488814
2013-11-22,340734.213038,0,94.53,0,-8649.083014000033,508079.5077924961,357757.32533579104,404514.3125,364354.34,408204.7818764548
2013-11-23,485544.298837,0,94.36245301542776,0,-38521.289278500015,580519.3740056108,569598.4143028829,489569.40625,513880.06,411668.2060873385
2013-11-24,550925.293106,0,94.02754698457224,0,-28283.935818,451281.0328137729,620876.3611252039,517232.8125,606369.56,412629.5757630195
2013-11-25,365965.5090102,0,93.86,0,-25980.04298880004,413154.0325929885,438410.7561613757,442675.59375,393653.12,412629.5757630195
2013-11-26,323292.830024,0,93.41,0,-6162.440999399987,405479.731461429,388621.42146784195,374352.21875,364354.34,412629.5757630195
2013-11-27,337083.286026,0,92.05,0,-17254.44876900001,411404.7198943035,374476.20170097414,353201.96875,402206.25,416990.5223743365
2013-11-28,305982.981947,0,92.3,0,7935.933982000046,446812.0212607648,339724.48342855455,344135.34375,325792.06,422092.5235613508
2013-11-29,357000.404165,0,92.55,0,16266.191127000027,532463.0062962052,363184.35999507766,392545.21875,364354.34,408914.9294044723
2013-11-30,541977.655801,0,92.81507433380084,0,56433.35696399998,677649.0230580093,580055.9846784527,471784.03125,490037.28,412681.14788246393
2013-12-01,698217.128989,0,93.34492566619916,0,147291.83588299993,403432.5088947797,637666.2687661687,514871.25,551012.5,419311.8601141394
2013-12-02,495488.366984,0,93.61,0,129522.85797380004,379022.2388448452,461070.68478311517,467766.0,422506.9,412629.5757630195
2013-12-03,424438.046973,0,95.83,0,101145.21694899997,391377.33037204185,421804.4503293405,412760.0625,364354.34,403147.0146048346
2013-12-04,424147.0459855,0,96.97,0,87063.75995949999,367640.2446380954,418033.74506337516,385158.9375,364354.34,412056.798490279
2013-12-05,386406.804985,0,97.14,1,80423.82303799997,403312.6871750523,445486.9488066709,386147.96875,344933.9,441500.1625727897
2013-12-06,432661.755068,0,97.48,1,75661.35090299998,564770.7987761116,474631.1789185711,444285.34375,386996.8,441500.1625727897
2013-12-07,537181.319801,0,97.38497335203368,0,-4796.33600000001,601495.1778577624,639328.3715752277,550244.9375,543271.7,412836.77792982047
2013-12-08,588855.895921,0,97.19502664796632,1,-109361.23306799994,457323.0578165312,757340.0394739057,610541.3125,665843.94,441500.1625727897
2013-12-09,442309.3141075,0,97.1,0,-53179.052876500005,441357.1291044278,527811.1600389108,533849.0625,490037.28,412836.77792982047
2013-12-10,414421.695986,0,98.32,0,-10016.350986999983,457082.8356777245,490590.9762221001,464053.28125,454284.53,467540.8306396911
2013-12-11,422957.198908,0,97.25,0,-1189.8470774999587,412789.5703440264,485820.5756328441,439624.625,454284.53,412836.77792982047
2013-12-12,384256.080979,0,97.21,0,-2150.724005999975,483524.4369255552,458588.7358632244,436678.03125,393653.12,412836.77792982047
2013-12-13,434657.0129787,0,96.27,0,1995.257910699991,692193.5670314345,486873.9950071425,470545.78125,454284.53,405653.7423059187
2013-12-14,554911.917024,0,96.49756381486677,0,17730.59722300002,724466.4834923522,709676.9373677602,528926.75,548721.44,412056.798490279
2013-12-15,642015.7758165,0,96.95243618513324,0,53159.87989549991,843942.5933070098,771816.2002508077,560608.3125,651667.0,412056.798490279
2013-12-16,516060.290853,0,97.18,0,73750.9767455,680670.5825729392,598328.6350154299,522865.1875,472593.97,412836.77792982047
2013-12-17,480470.7168425,0,96.99,0,66049.02085649996,672209.1514220644,555909.7594083139,483215.84375,454284.53,412056.798490279
2013-12-18,527481.336925,0,97.59,0,104524.13801699992,326651.7564433705,550894.9109640961,462523.6875,454284.53,415768.7682424348
2013-12-19,507461.038187,0,98.4,0,123204.957208,520104.6279392245,520796.88185872865,470520.84375,393653.12,536075.9482233949
2013-12-20,544104.2676365,0,99.11,0,109447.25465779996,631772.2904756215,546809.9513127722,518046.96875,470819.38,499621.30100983987
2013-12-21,685673.07474,0,99.02830278660932,1,130761.157716,858358.3947305634,819425.2421475223,586424.9375,673254.4,608474.7142579685
2013-12-22,1392590.293734,0,98.78334860669534,1,750574.5179175001,531547.8704496616,873027.1537510245,643016.0,729449.56,665767.6126738893
2013-12-23,792865.284427,0,98.62,1,276804.993574,444216.2176687312,690929.7508239241,811645.875,530282.6,641136.3989744883
2013-12-24,620663.290732,0,98.87,1,140192.57388950005,191170.82360420632,640979.3785937068,685340.5625,490037.28,613277.8035718645
2013-12-26,470731.1624137,0,99.18,1,-56750.174511299934,566618.3821158763,585905.1442168661,600578.25,520238.53,544186.1997323137
2013-12-27,479314.968043,0,99.94,0,-28146.070144000056,575581.1564420131,546111.351848326,525977.3125,503602.75,497140.66986710415
2013-12-28,556952.3059789999,0,99.67992706872371,0,12848.038342499987,899507.2093244579,752558.8859453261,567663.1875,543271.7,497140.66986710415
2013-12-29,499719.5049237,0,99.16007293127628,0,-185953.56981629995,875595.453800978,796848.6508863262,707099.625,677137.75,497140.66986710415
2013-12-30,635134.7358515,0,98.9,0,-757455.5578825001,533576.4768335824,606192.3200616755,831700.375,861797.6,553560.5885648265
2013-12-31,507264.6630475,0,98.17,1,-285600.6213795,319479.85339315195,603310.6955787153,697453.4375,834916.6,512283.83082219376
2014-01-01,8602.065404,0,96.655,1,-612061.225328,675012.3495143699,578258.3879010744,580583.8125,576051.75,441500.1625727897
2014-01-02,801011.226041,0,95.14,0,330280.0636273,609494.6376175712,471487.46728492476,377942.875,490037.28,415084.6533252953
2014-01-03,680672.845603,0,93.66,0,201357.87756000005,673038.6718382998,478721.7274563139,573526.25,490037.28,412629.5757630195
2014-01-04,936628.8866039,0,93.52496213183731,0,379676.58062490006,702846.6372344056,681010.4299082634,629527.8125,615451.7,412629.5757630195
2014-01-05,949618.78894,0,93.2550378681627,0,449899.2840163,855275.7670922489,722438.720283081,698735.4375,528662.7,419311.8601141394
2014-01-06,602268.564009,0,93.12,0,-32866.171842499985,483849.86094902176,529764.9770741618,728794.1875,619297.7,412681.14788246393
2014-01-07,563450.5988595,0,93.31,0,56185.93581200001,418551.9840344236,470717.366154547,520833.1875,503602.75,419311.8601141394
2014-01-08,636176.853478,0,91.9,0,627574.788074,563770.8333677145,445786.0572919114,410625.6875,341797.78,430992.49292565754
2014-01-09,496377.933414,0,91.36,0,-304633.292627,529727.7265465719,398669.8281872395,694448.875,834916.6,425043.6694682629
2014-01-10,543055.329066,0,92.39,0,-137617.51653700008,678653.957157823,412733.5327452864,659113.625,677137.75,422092.5235613508
2014-01-11,787321.455619,0,92.15493408134644,0,-149307.43098489998,778211.4549823048,617650.789833206,740188.125,834989.75,422092.5235613508
2014-01-12,844633.598917,0,91.68506591865358,0,-104985.190023,750307.3599636008,662299.0259562769,793999.1875,843985.94,432355.86936906545
2014-01-13,555547.0150185,0,91.45,0,-46721.54899049993,508399.70336158393,473705.3998557918,708529.375,623179.5,425043.6694682629
2014-01-14,502643.104285,0,92.15,0,-60807.494574500015,473251.4651417758,420458.98038481397,616396.9375,601454.7,416990.5223743365
2014-01-15,567067.469069,0,93.78,0,-69109.38440900005,535427.6407167271,406651.66721867316,579569.6875,633543.4,412629.5757630195
2014-01-16,502789.214207,0,93.54,0,6411.280792999954,529066.0476301067,365551.364571193,555247.6875,490037.28,412629.5757630195
2014-01-17,542937.915657,0,93.96,0,-117.41340899991336,684581.3647001176,383941.38209659804,600251.1875,543271.7,412629.5757630195
2014-01-18,786779.8899055,0,94.05170095380588,0,-541.565713500022,766961.3940443695,594948.5632669199,693576.375,894592.7,412629.5757630195
2014-01-19,851735.334091,0,94.235,0,7101.73517400003,708837.3603297975,646115.943804457,755654.75,842033.4,412629.5757630195
2014-01-20,575850.061871,0,94.41829904619414,0,20303.046852499945,486871.59333478654,463241.87685152283,678503.125,673254.4,411668.2060873385
2014-01-21,538817.207912,0,94.51,0,36174.103627,464673.33187964273,413249.7543364562,588703.4375,510884.7,410658.4200111138
2014-01-22,553097.596874,0,96.35,0,-13969.872194999944,494181.0175625369,403726.1189463658,567373.25,601454.7,407417.2034751762
2014-01-23,460789.0398597,0,97.23,0,-42000.174347299966,517387.1008230852,368031.9422503173,556121.0625,510884.7,412836.77792982047
2014-01-24,526124.572256,0,96.66,0,-16813.34340100002,708926.1749831676,386993.9895414933,585554.5625,543271.7,412056.798490279
2014-01-25,733880.979053,0,96.44994109396912,0,-52898.910852500005,745828.4411392385,599155.7180815075,684721.1875,894592.7,412056.798490279
2014-01-26,814057.732862,0,96.03005890603086,0,-37677.60122900002,583336.4294578494,650110.4464677527,743965.8125,842033.4,410668.0540548031
2014-01-27,540798.833711,0,95.82,0,-35051.22815999994,418930.2284827616,466658.5882083163,677420.9375,606369.56,403147.0146048346
2014-01-28,481593.435798,0,97.49,0,-57223.77211399999,427169.8572007789,419188.68722204224,585698.0625,537614.9,412836.77792982047
2014-01-29,512853.989922,0,97.34,0,-40243.60695200006,450838.5972882619,404529.88430532767,535947.8125,551012.5,412836.77792982047
2014-01-30,453642.9707033,0,98.25,0,-7146.069156400044,461748.433566462,367016.3843738818,520326.71875,475912.0,460026.77831625193
2014-01-31,560816.192394,0,97.55,0,34691.620138,591055.2557587612,383311.78913793067,568683.3125,513880.06,417226.2380885497
2014-02-01,648870.19898,0,97.2724221598878,0,-85010.780073,624747.7924203915,592499.3001926044,676714.4375,714688.25,412836.77792982047
2014-02-02,619805.537102,0,96.7175778401122,0,-194252.19576000003,484148.3811845508,640037.3613759559,702721.5625,778848.3,412056.798490279
2014-02-03,461637.5229585,0,96.44,0,-79161.31075250002,385005.0902366606,453117.5871972619,586541.5625,543271.7,409423.32166053745
2014-02-04,403189.5869763,0,97.24,0,-78403.84882170003,377521.9505366425,400565.2453022832,516127.6875,490037.28,412836.77792982047
2014-02-05,399138.3059075,0,97.4,0,-113715.6840145,408741.7593830556,383212.8718520596,492674.34375,523449.03,412836.77792982047
2014-02-06,359139.101529,0,97.84,0,-94503.8691743,432718.054337221,341704.87734440435,485313.71875,475912.0,427922.6125852142
2014-02-07,389471.568011,0,99.98,0,-171344.62438300002,561041.9688316775,360812.1955741644,531994.5625,601454.7,497140.66986710415
2014-02-08,530128.059914,0,100.0150098176718,0,-118742.139066,594826.7959605627,568348.8611453015,564559.625,663202.75,500058.7333595425
2014-02-09,520753.7470746,0,100.0849901823282,0,-99051.79002739995,497920.3826539989,615419.3479035582,567018.3125,576051.75,496081.6951858835
2014-02-10,396622.737011,0,100.12,0,-65014.78594750003,393094.5070630796,428087.50258445926,493260.75,475912.0,488067.08521140943
2014-02-11,358382.7339877,0,99.96,0,-44806.85298859997,388766.8213746538,373377.27458696027,430197.3125,416064.94,497140.66986710415
2014-02-12,387758.393971,0,100.38,0,-11379.911936499991,375056.9552001882,357035.77137126937,401774.46875,416064.94,488067.08521140943
2014-02-13,347373.2985675,0,100.27,0,-11765.802961499954,405482.60786897753,315777.06473392784,401923.96875,385831.2,488067.08521140943
2014-02-14,361206.4069057,0,100.31,0,-28265.16110530001,556967.3044374133,332935.5740704705,435672.6875,393653.12,488067.08521140943
2014-02-15,538893.357859,0,100.68180568543109,0,8765.297944999998,609570.488081091,544087.119822873,490168.96875,520238.53,488067.08521140943
2014-02-16,595300.23508,0,101.425,0,74546.4880054,439322.7662745495,596199.8549303263,508546.125,513880.06,486503.6809243483
2014-02-17,412029.2879535,0,102.16819431456894,0,15406.550942500004,371153.0107198714,414688.98022077716,470928.625,393653.12,455491.1550634887
2014-02-18,365331.247942,0,102.54,0,6948.513954299968,364091.5475794589,366085.2913481981,415703.0,385831.2,436220.00489400385
2014-02-19,360161.6390075,0,103.46,0,-27596.75496349996,379953.1197388676,356318.911724673,395747.03125,393653.12,420339.5538976208
2014-02-20,322451.9201135,0,103.2,0,-24921.37845400005,391197.2635735148,320783.2442473675,384440.5625,364354.34,420465.3117916917
2014-02-21,369403.653633,0,102.53,0,8197.246727299993,580089.9169475557,342861.01099077205,419876.28125,385831.2,436220.00489400385
2014-02-22,538206.082827,0,102.69004488078542,0,-687.2750320000341,795848.5964120073,560055.9437970379,508241.5,537614.9,434524.1179402794
2014-02-23,487896.463891,0,103.00995511921458,0,-107403.771189,586833.8453837483,617809.2044086583,546621.375,623179.5,432968.1919918517
2014-02-24,404224.188997,0,103.17,0,-7805.098956500005,542124.0726399211,441492.40037121903,450576.3125,454284.53,420465.3117916917
2014-02-25,351418.110084,0,102.2,0,-13913.137858000002,488359.66432519787,396325.4945401213,400425.46875,385831.2,455491.1550634887
2014-02-26,353604.266985,0,102.93,0,-6557.372022500029,602724.4657645242,391828.4205461298,372963.09375,385831.2,432968.1919918517
2014-02-27,330330.185244,0,102.68,0,7878.265130500018,598250.0417224418,361409.38077303546,372084.75,364354.34,433454.02284667233
2014-02-28,425624.795466,0,102.88,0,56221.141833,803797.9869471753,389622.5364236378,419713.84375,406466.3,434524.1179402794
2014-03-01,911360.2578707,0,103.49517251051893,0,373154.1750437,672563.0238096998,611383.4973085483,504304.875,548721.44,420779.6001410009
2014-03-02,667413.052988,0,104.72482748948109,1,179516.58909699996,669522.0461672428,730542.5639839538,600052.9375,490037.28,456655.3968495479
2014-03-03,613973.031386,0,105.34,1,209748.842389,583347.491929911,557041.4733331671,521870.15625,442941.7,427096.3929864291
2014-03-04,748930.902096,0,103.64,1,397512.7920120001,613512.0912894636,511428.8242594184,466951.03125,402206.25,474272.0981417014
2014-03-05,741756.416525,0,101.75,0,388152.14954,470034.99624033074,445032.92062238994,500796.53125,402206.25,500335.2869915586
2014-03-06,614082.444339,0,101.82,0,283752.25909500004,529924.7021689459,414279.31918454345,548135.5,364354.34,500335.2869915586
2014-03-07,598242.341178,0,102.82,0,172617.545712,738576.0427142654,442151.2365595181,619231.0625,454284.53,434524.1179402794
2014-03-08,753345.259201,0,102.4623997194951,0,-158014.9986697,742785.4234404542,659215.2352989916,725976.6875,834989.75,455491.1550634887
2014-03-09,916117.649984,0,101.74760028050493,0,248704.59699600004,662582.9983965792,714154.104248067,693187.1875,677137.75,500335.2869915586
2014-03-10,587414.828974,0,101.39,0,-26558.20241200004,559724.238390827,534377.2751544814,760301.3125,623179.5,486503.6809243483
