date,sales,cluster
2013-11-21,72290.473,Cluster 1
2013-11-22,84192.68401900001,Cluster 1
2013-11-23,117789.104931,Cluster 1
2013-11-24,140378.440981,Cluster 1
2013-11-25,90731.639978,Cluster 1
2013-11-26,82184.39399,Cluster 1
2013-11-27,91335.574998,Cluster 1
2013-11-28,75218.097956,Cluster 1
2013-11-29,93506.53004,Cluster 1
2013-11-30,134892.508988,Cluster 1
2013-12-01,180549.46698,Cluster 1
2013-12-02,123261.09497,Cluster 1
2013-12-03,113287.57195,Cluster 1
2013-12-04,110620.196,Cluster 1
2013-12-05,108663.98599,Cluster 1
2013-12-06,114089.108037,Cluster 1
2013-12-07,137551.254848,Cluster 1
2013-12-08,150106.885975,Cluster 1
2013-12-09,113187.564009,Cluster 1
2013-12-10,101210.454967,Cluster 1
2013-12-11,114418.09992,Cluster 1
2013-12-12,99933.34202,Cluster 1
2013-12-13,112364.547075,Cluster 1
2013-12-14,138956.59898,Cluster 1
2013-12-15,165020.328941,Cluster 1
2013-12-16,145616.357987,Cluster 1
2013-12-17,121904.4620305,Cluster 1
2013-12-18,147929.36192999998,Cluster 1
2013-12-19,133506.13095,Cluster 1
2013-12-20,132250.51298,Cluster 1
2013-12-21,180333.56321,Cluster 1
2013-12-22,358936.43178600003,Cluster 1
2013-12-23,196619.79181,Cluster 1
2013-12-24,141302.051068,Cluster 1
2013-12-26,117621.528132,Cluster 1
2013-12-27,112339.692,Cluster 1
2013-12-28,123893.89492,Cluster 1
2013-12-29,122551.970186,Cluster 1
2013-12-30,141542.59008,Cluster 1
2013-12-31,111489.3160445,Cluster 1
2014-01-01,0.0,Cluster 1
2014-01-02,199604.93217,Cluster 1
2014-01-03,169891.35491,Cluster 1
2014-01-04,232720.692999,Cluster 1
2014-01-05,238477.043,Cluster 1
2014-01-06,156325.833013,Cluster 1
2014-01-07,140092.34211599999,Cluster 1
2014-01-08,163822.769564,Cluster 1
2014-01-09,123612.19103,Cluster 1
2014-01-10,135412.184785,Cluster 1
2014-01-11,188031.004938,Cluster 1
2014-01-12,211959.471874,Cluster 1
2014-01-13,137488.820013,Cluster 1
2014-01-14,121638.81655,Cluster 1
2014-01-15,144534.710451,Cluster 1
2014-01-16,124608.12420399999,Cluster 1
2014-01-17,141596.44604,Cluster 1
2014-01-18,191112.98002,Cluster 1
2014-01-19,212469.976107,Cluster 1
2014-01-20,140053.522993,Cluster 1
2014-01-21,126440.906313,Cluster 1
2014-01-22,139286.895045,Cluster 1
2014-01-23,113717.665247,Cluster 1
2014-01-24,131698.76431,Cluster 1
2014-01-25,176868.029015,Cluster 1
2014-01-26,201847.051,Cluster 1
2014-01-27,131563.925671,Cluster 1
2014-01-28,114127.424146,Cluster 1
2014-01-29,128811.31221999999,Cluster 1
2014-01-30,112175.924209,Cluster 1
2014-01-31,142154.809882,Cluster 1
2014-02-01,155087.38901,Cluster 1
2014-02-02,154014.334126,Cluster 1
2014-02-03,114568.185972,Cluster 1
2014-02-04,98012.648069,Cluster 1
2014-02-05,102506.232974,Cluster 1
2014-02-06,90457.336909,Cluster 1
2014-02-07,98898.977213,Cluster 1
2014-02-08,127821.596987,Cluster 1
2014-02-09,129265.9049865,Cluster 1
2014-02-10,97488.784038,Cluster 1
2014-02-11,88755.89803,Cluster 1
2014-02-12,99191.92999,Cluster 1
2014-02-13,85707.203366,Cluster 1
2014-02-14,88298.72341,Cluster 1
2014-02-15,126762.043984,Cluster 1
2014-02-16,148772.501028,Cluster 1
2014-02-17,101083.955,Cluster 1
2014-02-18,87267.213962,Cluster 1
2014-02-19,88714.016004,Cluster 1
2014-02-20,78167.0006065,Cluster 1
2014-02-21,92001.594786,Cluster 1
2014-02-22,129652.21597,Cluster 1
2014-02-23,121224.55498,Cluster 1
2014-02-24,96687.178014,Cluster 1
2014-02-25,78200.670082,Cluster 1
2014-02-26,86767.081993,Cluster 1
2014-02-27,78673.210698,Cluster 1
2014-02-28,101984.514374,Cluster 1
2014-03-01,210040.294,Cluster 1
2014-03-02,165841.64299,Cluster 1
2014-03-03,161120.73198,Cluster 1
2014-03-04,202306.11213,Cluster 1
2014-03-05,183530.626996,Cluster 1
2014-03-06,150899.85914,Cluster 1
2014-03-07,147867.74245,Cluster 1
2014-03-08,185093.969178,Cluster 1
2014-03-09,233217.191915,Cluster 1
2014-03-10,141259.74597,Cluster 1
2014-03-11,128042.867814,Cluster 1
2014-03-12,146367.11236,Cluster 1
2014-03-13,111533.245806,Cluster 1
2014-03-14,128493.9094805,Cluster 1
2014-03-15,177500.84410000002,Cluster 1
2014-03-16,232576.98089,Cluster 1
2014-03-17,147894.642991,Cluster 1
2014-03-18,125590.799098,Cluster 1
2014-03-19,146756.53453,Cluster 1
2014-03-20,118081.110406,Cluster 1
2014-03-21,130484.750973,Cluster 1
2014-03-22,181717.50001,Cluster 1
2014-03-23,210218.85204,Cluster 1
2014-03-24,139701.927978,Cluster 1
2014-03-25,126674.385265,Cluster 1
2014-03-26,139009.7532,Cluster 1
2014-03-27,109950.536745,Cluster 1
2014-03-28,130811.29118,Cluster 1
2014-03-29,200081.75698,Cluster 1
2014-03-30,221962.39709,Cluster 1
2014-03-31,161003.464432,Cluster 1
2014-04-01,119052.359017,Cluster 1
2014-04-02,116977.81002,Cluster 1
2014-04-03,97639.7774,Cluster 1
2014-04-04,105072.41158,Cluster 1
2014-04-05,154765.315985,Cluster 1
2014-04-06,163928.265978,Cluster 1
2014-04-07,105353.690966,Cluster 1
2014-04-08,88885.13907,Cluster 1
2014-04-09,92509.846032,Cluster 1
2014-04-10,80506.509815,Cluster 1
2014-04-11,94268.329712,Cluster 1
2014-04-12,126471.56093,Cluster 1
2014-04-13,135721.25600999998,Cluster 1
2014-04-14,94647.884,Cluster 1
2014-04-15,88831.424998,Cluster 1
2014-04-16,102919.460996,Cluster 1
2014-04-17,96352.821296,Cluster 1
2014-04-18,97451.679841,Cluster 1
2014-04-19,120398.141016,Cluster 1
2014-04-20,135378.749985,Cluster 1
2014-04-21,100554.25097,Cluster 1
2014-04-22,87558.009,Cluster 1
2014-04-23,96079.655002,Cluster 1
2014-04-24,79388.969774,Cluster 1
2014-04-25,91879.083939,Cluster 1
2014-04-26,122552.429032,Cluster 1
2014-04-27,146808.0079,Cluster 1
2014-04-28,89927.595,Cluster 1
2014-04-29,80053.965002,Cluster 1
2014-04-30,92456.58598,Cluster 1
2014-05-01,144751.179252,Cluster 1
2014-05-02,116649.306046,Cluster 1
2014-05-03,154172.75401499998,Cluster 1
2014-05-04,171640.52998,Cluster 1
2014-05-05,109048.861056,Cluster 1
2014-05-06,98866.728995,Cluster 1
2014-05-07,103560.444995,Cluster 1
2014-05-08,88108.19001,Cluster 1
2014-05-09,98929.291938,Cluster 1
2014-05-10,149885.539007,Cluster 1
2014-05-11,112769.577005,Cluster 1
2014-05-12,96778.822979,Cluster 1
2014-05-13,85145.631009,Cluster 1
2014-05-14,93103.514985,Cluster 1
2014-05-15,80148.485211,Cluster 1
2014-05-16,96455.38859,Cluster 1
2014-05-17,134281.697975,Cluster 1
2014-05-18,159105.122958,Cluster 1
2014-05-19,98137.98693,Cluster 1
2014-05-20,86261.60302,Cluster 1
2014-05-21,94248.365,Cluster 1
2014-05-22,78466.389462,Cluster 1
2014-05-23,90540.635494,Cluster 1
2014-05-24,126251.40699,Cluster 1
2014-05-25,143692.799045,Cluster 1
2014-05-26,91028.46205,Cluster 1
2014-05-27,81304.514033,Cluster 1
2014-05-28,88019.535993,Cluster 1
2014-05-29,77300.041966,Cluster 1
2014-05-30,95305.6031259,Cluster 1
2014-05-31,144550.14199,Cluster 1
2014-06-01,188264.1781,Cluster 1
2014-06-02,130188.114012,Cluster 1
2014-06-03,110788.29501,Cluster 1
2014-06-04,110010.73305,Cluster 1
2014-06-05,93406.321808,Cluster 1
2014-06-06,102174.828797,Cluster 1
2014-06-07,137957.50099,Cluster 1
2014-06-08,157232.656,Cluster 1
2014-06-09,101593.842024,Cluster 1
2014-06-10,84606.2089885,Cluster 1
2014-06-11,96982.467974,Cluster 1
2014-06-12,82703.621004,Cluster 1
2014-06-13,102091.556188,Cluster 1
2014-06-14,157587.20302,Cluster 1
2014-06-15,103499.9589595,Cluster 1
2014-06-16,110852.72796,Cluster 1
2014-06-17,92001.82498,Cluster 1
2014-06-18,97592.8970553,Cluster 1
2014-06-19,84243.96403,Cluster 1
2014-06-20,92533.46681,Cluster 1
2014-06-21,133355.239009,Cluster 1
2014-06-22,146249.10696,Cluster 1
2014-06-23,98964.827996,Cluster 1
2014-06-24,82668.66001,Cluster 1
2014-06-25,365152.14378,Cluster 1
2014-06-26,77861.57493,Cluster 1
2014-06-27,94397.99767,Cluster 1
2014-06-28,123651.575964,Cluster 1
2014-06-29,136577.372028,Cluster 1
2014-06-30,109825.69802699999,Cluster 1
2014-07-01,178396.14206,Cluster 1
2014-07-02,194764.26305,Cluster 1
2014-07-03,306149.08802,Cluster 1
2014-07-04,152093.152201,Cluster 1
2014-07-05,203611.54306,Cluster 1
2014-07-06,229310.071904,Cluster 1
2014-07-07,165254.851,Cluster 1
2014-07-08,141571.0039895,Cluster 1
2014-07-09,147883.842957,Cluster 1
2014-07-10,125400.24699,Cluster 1
2014-07-11,140464.178704,Cluster 1
2014-07-12,190091.26424,Cluster 1
2014-07-13,178530.57295899998,Cluster 1
2014-07-14,147945.18901,Cluster 1
2014-07-15,140802.071021,Cluster 1
2014-07-16,157350.709997,Cluster 1
2014-07-17,123730.22400999999,Cluster 1
2014-07-18,142013.445999,Cluster 1
2014-07-19,178218.238,Cluster 1
2014-07-20,186371.285005,Cluster 1
2014-07-21,149428.275001,Cluster 1
2014-07-22,128375.948973,Cluster 1
2014-07-23,146618.670034,Cluster 1
2014-07-24,119484.011964,Cluster 1
2014-07-25,135112.548997,Cluster 1
2014-07-26,159827.65198,Cluster 1
2014-07-27,176342.43304,Cluster 1
2014-07-28,138950.095367,Cluster 1
2014-07-29,122340.712979,Cluster 1
2014-07-30,143073.62803,Cluster 1
2014-07-31,129301.82720100001,Cluster 1
2014-08-01,122835.80000049999,Cluster 1
2014-08-02,152363.34202,Cluster 1
2014-08-03,152283.88589,Cluster 1
2014-08-04,119204.430991,Cluster 1
2014-08-05,104167.592029,Cluster 1
2014-08-06,101415.730998,Cluster 1
2014-08-07,91234.745007,Cluster 1
2014-08-08,99461.4969989,Cluster 1
2014-08-09,120239.74385099999,Cluster 1
2014-08-10,120639.014001,Cluster 1
2014-08-11,97855.231,Cluster 1
2014-08-12,82317.982982,Cluster 1
2014-08-13,91099.786938,Cluster 1
2014-08-14,82660.924021,Cluster 1
2014-08-15,97570.568,Cluster 1
2014-08-16,129888.012,Cluster 1
2014-08-17,133099.49601,Cluster 1
2014-08-18,103776.92597,Cluster 1
2014-08-19,90548.5159603,Cluster 1
2014-08-20,96895.69501,Cluster 1
2014-08-21,84461.216997,Cluster 1
2014-08-22,95736.9219555,Cluster 1
2014-08-23,119099.56605,Cluster 1
2014-08-24,126118.287014,Cluster 1
2014-08-25,97429.01603,Cluster 1
2014-08-26,84825.6190005,Cluster 1
2014-08-27,92343.450063,Cluster 1
2014-08-28,77747.995968,Cluster 1
2014-08-29,101181.291008,Cluster 1
2014-08-30,142516.691881,Cluster 1
2014-08-31,164015.41602,Cluster 1
2014-09-01,204400.738002,Cluster 1
2014-09-02,174965.39074,Cluster 1
2014-09-03,183494.39497,Cluster 1
2014-09-04,139260.796099,Cluster 1
2014-09-05,151803.34993,Cluster 1
2014-09-06,217289.756973,Cluster 1
2014-09-07,255455.238973,Cluster 1
2014-09-08,158245.219091,Cluster 1
2014-09-09,133595.30803,Cluster 1
2014-09-10,153143.73101,Cluster 1
2014-09-11,113994.773,Cluster 1
2014-09-12,140622.769954,Cluster 1
2014-09-13,189684.849105,Cluster 1
2014-09-14,216473.768309,Cluster 1
2014-09-15,151778.00389,Cluster 1
2014-09-16,144670.635,Cluster 1
2014-09-17,153359.998018,Cluster 1
2014-09-18,113197.313064,Cluster 1
2014-09-19,134108.063025,Cluster 1
2014-09-20,197979.48499,Cluster 1
2014-09-21,218740.33902,Cluster 1
2014-09-22,142442.202978,Cluster 1
2014-09-23,134981.387032,Cluster 1
2014-09-24,150202.399986,Cluster 1
2014-09-25,107458.823051,Cluster 1
2014-09-26,129228.74088,Cluster 1
2014-09-27,186716.300991,Cluster 1
2014-09-28,226421.76614,Cluster 1
2014-09-29,143650.273996,Cluster 1
2014-09-30,142578.090022,Cluster 1
2014-10-01,194909.087991,Cluster 1
2014-10-02,153709.03203,Cluster 1
2014-10-03,171081.305021,Cluster 1
2014-10-04,235982.366926,Cluster 1
2014-10-05,263204.51619,Cluster 1
2014-10-06,157449.42704,Cluster 1
2014-10-07,141225.717901,Cluster 1
2014-10-08,152085.271031,Cluster 1
2014-10-09,123500.404052,Cluster 1
2014-10-10,175129.29504,Cluster 1
2014-10-11,180508.32888000002,Cluster 1
2014-10-12,205808.359972,Cluster 1
2014-10-13,147113.078998,Cluster 1
2014-10-14,126873.144984,Cluster 1
2014-10-15,154929.40296,Cluster 1
2014-10-16,127138.107002,Cluster 1
2014-10-17,140514.028005,Cluster 1
2014-10-18,198324.046014,Cluster 1
2014-10-19,232407.966888,Cluster 1
2014-10-20,150365.674964,Cluster 1
2014-10-21,124352.633,Cluster 1
2014-10-22,146427.589005,Cluster 1
2014-10-23,118320.147058,Cluster 1
2014-10-24,131785.208101,Cluster 1
2014-10-25,181637.37169,Cluster 1
2014-10-26,224156.68394,Cluster 1
2014-10-27,139699.61591,Cluster 1
2014-10-28,118013.208806,Cluster 1
2014-10-29,140192.8520405,Cluster 1
2014-10-30,108308.746073,Cluster 1
2014-10-31,136388.640975,Cluster 1
2014-11-01,202838.039081,Cluster 1
2014-11-02,175396.408061,Cluster 1
2014-11-03,249809.58084799998,Cluster 1
2014-11-04,172049.577988,Cluster 1
2014-11-05,181870.45009,Cluster 1
2014-11-06,139552.843,Cluster 1
2014-11-07,147439.05501,Cluster 1
2014-11-08,205120.958046,Cluster 1
2014-11-09,238229.6002,Cluster 1
2014-11-10,142138.305042,Cluster 1
2014-11-11,133702.170016,Cluster 1
2014-11-12,150928.897,Cluster 1
2014-11-13,113284.72697,Cluster 1
2014-11-14,139051.501998,Cluster 1
2014-11-15,191525.59214,Cluster 1
2014-11-16,235159.56085,Cluster 1
2014-11-17,153901.996976,Cluster 1
2014-11-18,130089.796001,Cluster 1
2014-11-19,143388.91702,Cluster 1
2014-11-20,121417.6320047,Cluster 1
2014-11-21,146183.811891,Cluster 1
2014-11-22,184553.81503,Cluster 1
2014-11-23,224911.98998,Cluster 1
2014-11-24,154399.317,Cluster 1
2014-11-25,132142.71598,Cluster 1
2014-11-26,142913.51903,Cluster 1
2014-11-27,116435.572028,Cluster 1
2014-11-28,142765.100976,Cluster 1
2014-11-29,207988.200008,Cluster 1
2014-11-30,256856.493866,Cluster 1
2014-12-01,203754.325056,Cluster 1
2014-12-02,184323.119974,Cluster 1
2014-12-03,186860.83515,Cluster 1
2014-12-04,148109.933007,Cluster 1
2014-12-05,161727.284005,Cluster 1
2014-12-06,209757.24303,Cluster 1
2014-12-07,262479.84703,Cluster 1
2014-12-08,184752.344024,Cluster 1
2014-12-09,165812.056859,Cluster 1
2014-12-10,213815.15352,Cluster 1
2014-12-11,144967.62597,Cluster 1
2014-12-12,162874.825035,Cluster 1
2014-12-13,208944.49400099998,Cluster 1
2014-12-14,255785.20799,Cluster 1
2014-12-15,189254.773865,Cluster 1
2014-12-16,192965.803094,Cluster 1
2014-12-17,196854.294933,Cluster 1
2014-12-18,178889.61507,Cluster 1
2014-12-19,184925.982851,Cluster 1
2014-12-20,225211.731803,Cluster 1
2014-12-21,273266.35599999997,Cluster 1
2014-12-22,506961.008156,Cluster 1
2014-12-23,256827.153998,Cluster 1
2014-12-24,214446.916849,Cluster 1
2014-12-26,413010.41402,Cluster 1
2014-12-27,172541.67975,Cluster 1
2014-12-28,168659.61695,Cluster 1
2014-12-29,185200.602008,Cluster 1
2014-12-30,204774.56895,Cluster 1
2014-12-31,168492.4729,Cluster 1
2015-01-01,0.0,Cluster 1
2015-01-02,153494.887002,Cluster 1
2015-01-03,153226.18501,Cluster 1
2015-01-04,183610.080995,Cluster 1
2015-01-05,139389.557971,Cluster 1
2015-01-06,116624.57899,Cluster 1
2015-01-07,123576.41912,Cluster 1
2015-01-08,98816.243976,Cluster 1
2015-01-09,104188.302,Cluster 1
2015-01-10,138305.44501,Cluster 1
2015-01-11,169596.66103,Cluster 1
2015-01-12,105137.908028,Cluster 1
2015-01-13,91059.70598,Cluster 1
2015-01-14,99587.934986,Cluster 1
2015-01-15,88664.323981,Cluster 1
2015-01-16,102109.366914,Cluster 1
2015-01-17,148847.73797,Cluster 1
2015-01-18,167066.144,Cluster 1
2015-01-19,106835.87896,Cluster 1
2015-01-20,92362.24006,Cluster 1
2015-01-21,100397.663,Cluster 1
2015-01-22,82700.417027,Cluster 1
2015-01-23,103346.79992,Cluster 1
2015-01-24,137795.01899,Cluster 1
2015-01-25,152769.54299,Cluster 1
2015-01-26,98084.37702,Cluster 1
2015-01-27,84541.845978,Cluster 1
2015-01-28,90121.85696,Cluster 1
2015-01-29,78765.745975,Cluster 1
2015-01-30,107967.104014,Cluster 1
2015-01-31,154526.469998,Cluster 1
2015-02-01,200015.904965,Cluster 1
2015-02-02,129007.776,Cluster 1
2015-02-03,115548.45601,Cluster 1
2015-02-04,112050.275032,Cluster 1
2015-02-05,100002.14796,Cluster 1
2015-02-06,106579.01312,Cluster 1
2015-02-07,144904.491932,Cluster 1
2015-02-08,154584.93899,Cluster 1
2015-02-09,107544.867,Cluster 1
2015-02-10,92571.17197,Cluster 1
2015-02-11,94312.040978,Cluster 1
2015-02-12,88275.17198,Cluster 1
2015-02-13,111179.938005,Cluster 1
2015-02-14,111945.649979,Cluster 1
2015-02-15,92256.369955,Cluster 1
2015-02-16,99673.150959,Cluster 1
2015-02-17,110350.644033,Cluster 1
2015-02-18,115365.890012,Cluster 1
2015-02-19,95637.748994,Cluster 1
2015-02-20,115602.295995,Cluster 1
2015-02-21,131222.69402,Cluster 1
2015-02-22,163480.674892,Cluster 1
2015-02-23,105020.242948,Cluster 1
2015-02-24,92294.10197,Cluster 1
2015-02-25,90614.26698,Cluster 1
2015-02-26,80635.15198,Cluster 1
2015-02-27,103267.869904,Cluster 1
2015-02-28,151121.747984,Cluster 1
2015-03-01,198854.85911,Cluster 1
2015-03-02,131455.81702,Cluster 1
2015-03-03,114442.155006,Cluster 1
2015-03-04,116825.9031,Cluster 1
2015-03-05,99615.994998,Cluster 1
2015-03-06,111672.65298,Cluster 1
2015-03-07,153764.60794,Cluster 1
2015-03-08,163568.10902,Cluster 1
2015-03-09,116954.981,Cluster 1
2015-03-10,108280.577034,Cluster 1
2015-03-11,101320.04605,Cluster 1
2015-03-12,86361.63106100001,Cluster 1
2015-03-13,99762.75006399999,Cluster 1
2015-03-14,138931.71794,Cluster 1
2015-03-15,159217.787045,Cluster 1
2015-03-16,109699.038969,Cluster 1
2015-03-17,95555.36903,Cluster 1
2015-03-18,94393.05097,Cluster 1
2015-03-19,82267.335965,Cluster 1
2015-03-20,104668.16304,Cluster 1
2015-03-21,135413.0001,Cluster 1
2015-03-22,150576.30694,Cluster 1
2015-03-23,104490.630953,Cluster 1
2015-03-24,89745.792008,Cluster 1
2015-03-25,91384.25998,Cluster 1
2015-03-26,81583.574957,Cluster 1
2015-03-27,101540.834909,Cluster 1
2015-03-28,134269.82,Cluster 1
2015-03-29,150533.05607,Cluster 1
2015-03-30,97569.897965,Cluster 1
2015-03-31,97585.120002,Cluster 1
2015-04-01,132266.05798,Cluster 1
2015-04-02,118955.09902,Cluster 1
2015-04-03,120702.110978,Cluster 1
2015-04-04,155306.61702,Cluster 1
2015-04-05,163072.594944,Cluster 1
2015-04-06,123033.916966,Cluster 1
2015-04-07,109818.911995,Cluster 1
2015-04-08,108365.921975,Cluster 1
2015-04-09,88683.317,Cluster 1
2015-04-10,104348.196,Cluster 1
2015-04-11,140588.61999,Cluster 1
2015-04-12,163484.042,Cluster 1
2015-04-13,105862.884916,Cluster 1
2015-04-14,88654.20599,Cluster 1
2015-04-15,104910.69807,Cluster 1
2015-04-16,96509.426991,Cluster 1
2015-04-17,109621.225,Cluster 1
2015-04-18,145605.22594,Cluster 1
2015-04-19,169322.32807,Cluster 1
2015-04-20,114785.73495,Cluster 1
2015-04-21,98398.087035,Cluster 1
2015-04-22,97897.594014,Cluster 1
2015-04-23,91982.086016,Cluster 1
2015-04-24,102709.32798,Cluster 1
2015-04-25,133484.975052,Cluster 1
2015-04-26,150395.29399,Cluster 1
2015-04-27,101467.67604,Cluster 1
2015-04-28,83507.79202,Cluster 1
2015-04-29,95958.74703,Cluster 1
2015-04-30,103746.82997,Cluster 1
2015-05-01,162888.83704399999,Cluster 1
2015-05-02,170141.68392,Cluster 1
2015-05-03,181214.86797,Cluster 1
2015-05-04,132810.98703,Cluster 1
2015-05-05,119841.21799,Cluster 1
2015-05-06,124608.866986,Cluster 1
2015-05-07,106076.368976,Cluster 1
2015-05-08,119293.364997,Cluster 1
2015-05-09,170525.74596,Cluster 1
2015-05-10,131196.467042,Cluster 1
2015-05-11,121099.471013,Cluster 1
2015-05-12,104201.75401,Cluster 1
2015-05-13,107393.219035,Cluster 1
2015-05-14,90008.567003,Cluster 1
2015-05-15,114382.255088,Cluster 1
2015-05-16,160648.53699,Cluster 1
2015-05-17,188007.56502,Cluster 1
2015-05-18,115938.681913,Cluster 1
2015-05-19,101198.932,Cluster 1
2015-05-20,106419.50504,Cluster 1
2015-05-21,92207.911002,Cluster 1
2015-05-22,110308.77502,Cluster 1
2015-05-23,154711.62706,Cluster 1
2015-05-24,173058.934,Cluster 1
2015-05-25,124434.700052,Cluster 1
2015-05-26,104931.54902,Cluster 1
2015-05-27,113433.033931,Cluster 1
2015-05-28,98899.10898,Cluster 1
2015-05-29,131270.328048,Cluster 1
2015-05-30,191524.35687,Cluster 1
2015-05-31,235613.1229,Cluster 1
2015-06-01,197100.2977,Cluster 1
2015-06-02,170268.316977,Cluster 1
2015-06-03,183971.03897,Cluster 1
2015-06-04,144555.639104,Cluster 1
2015-06-05,164797.509004,Cluster 1
2015-06-06,214047.417076,Cluster 1
2015-06-07,258551.5189,Cluster 1
2015-06-08,165438.812055,Cluster 1
2015-06-09,146730.83111,Cluster 1
2015-06-10,155904.964044,Cluster 1
2015-06-11,122764.93188999999,Cluster 1
2015-06-12,150838.906104,Cluster 1
2015-06-13,196379.86102,Cluster 1
2015-06-14,224490.726038,Cluster 1
2015-06-15,159260.403018,Cluster 1
2015-06-16,156679.01304,Cluster 1
2015-06-17,167842.196005,Cluster 1
2015-06-18,135183.494998,Cluster 1
2015-06-19,162672.368,Cluster 1
2015-06-20,223232.929098,Cluster 1
2015-06-21,180592.47798999998,Cluster 1
2015-06-22,161412.300916,Cluster 1
2015-06-23,148180.560984,Cluster 1
2015-06-24,155610.679016,Cluster 1
2015-06-25,362674.163895,Cluster 1
2015-06-26,147663.866864,Cluster 1
2015-06-27,190622.193102,Cluster 1
2015-06-28,228010.869,Cluster 1
2015-06-29,148484.42122,Cluster 1
2015-06-30,149815.87902,Cluster 1
2015-07-01,213746.508976,Cluster 1
2015-07-02,172516.964076,Cluster 1
2015-07-03,392472.47795,Cluster 1
2015-07-04,239034.708975,Cluster 1
2015-07-05,235027.26301,Cluster 1
2015-07-06,185070.184011,Cluster 1
2015-07-07,166248.21711,Cluster 1
2015-07-08,177075.08504,Cluster 1
2015-07-09,147640.5529905,Cluster 1
2015-07-10,160735.250075,Cluster 1
2015-07-11,186435.729085,Cluster 1
2015-07-12,208557.949976,Cluster 1
2015-07-13,151522.069904,Cluster 1
2015-07-14,133088.99406,Cluster 1
2015-07-15,159995.285978,Cluster 1
2015-07-16,135010.36,Cluster 1
2015-07-17,160819.239,Cluster 1
2015-07-18,189773.315989,Cluster 1
2015-07-19,201266.354932,Cluster 1
2015-07-20,154668.208969,Cluster 1
2015-07-21,138081.525976,Cluster 1
2015-07-22,149202.96702,Cluster 1
2015-07-23,127924.59505,Cluster 1
2015-07-24,149859.009963,Cluster 1
2015-07-25,174452.68403,Cluster 1
2015-07-26,193074.9212665,Cluster 1
2015-07-27,147887.46834,Cluster 1
2015-07-28,130452.058992,Cluster 1
2015-07-29,144412.422964,Cluster 1
2015-07-30,120332.52995,Cluster 1
2015-07-31,162751.72502,Cluster 1
2015-08-01,228785.877973,Cluster 1
2015-08-02,233170.771982,Cluster 1
2015-08-03,185596.43506,Cluster 1
2015-08-04,161162.90703,Cluster 1
2015-08-05,168698.99599999998,Cluster 1
2015-08-06,134883.507739,Cluster 1
2015-08-07,157758.577,Cluster 1
2015-08-08,173039.334063,Cluster 1
2015-08-09,152083.370046,Cluster 1
2015-08-10,178309.651199,Cluster 1
2015-08-11,150832.196051,Cluster 1
2015-08-12,156661.762939,Cluster 1
2015-08-13,130207.40604,Cluster 1
2015-08-14,176913.33014,Cluster 1
2015-08-15,217628.53710000002,Cluster 1
2015-08-16,208667.866997,Cluster 1
2015-08-17,156149.842007,Cluster 1
2015-08-18,138824.585019,Cluster 1
2015-08-19,156147.42307,Cluster 1
2015-08-20,129153.034002,Cluster 1
2015-08-21,153901.54301,Cluster 1
2015-08-22,181096.451732,Cluster 1
2015-08-23,195501.449014,Cluster 1
2015-08-24,156088.842972,Cluster 1
2015-08-25,141832.779039,Cluster 1
2015-08-26,158269.281027,Cluster 1
2015-08-27,128401.531994,Cluster 1
2015-08-28,154405.74622,Cluster 1
2015-08-29,204442.356996,Cluster 1
2015-08-30,230320.075783,Cluster 1
2015-08-31,183750.020048,Cluster 1
2015-09-01,208948.075028,Cluster 1
2015-09-02,218296.45245,Cluster 1
2015-09-03,169144.288979,Cluster 1
2015-09-04,180563.665029,Cluster 1
2015-09-05,248240.724994,Cluster 1
2015-09-06,277438.34202,Cluster 1
2015-09-07,175807.18695,Cluster 1
2015-09-08,153502.554991,Cluster 1
2015-09-09,167792.9058855,Cluster 1
2015-09-10,134475.06201,Cluster 1
2015-09-11,156411.5609,Cluster 1
2015-09-12,209766.46299,Cluster 1
2015-09-13,238739.637075,Cluster 1
2015-09-14,156263.8501,Cluster 1
2015-09-15,147734.029004,Cluster 1
2015-09-16,174493.305953,Cluster 1
2015-09-17,135106.832038,Cluster 1
2015-09-18,157051.376896,Cluster 1
2015-09-19,211048.311074,Cluster 1
2015-09-20,242804.55097,Cluster 1
2015-09-21,161131.498999,Cluster 1
2015-09-22,139666.628051,Cluster 1
2015-09-23,162311.438985,Cluster 1
2015-09-24,127071.320954,Cluster 1
2015-09-25,155455.8400305,Cluster 1
2015-09-26,203552.5149,Cluster 1
2015-09-27,238955.74,Cluster 1
2015-09-28,150441.943008,Cluster 1
2015-09-29,130575.813002,Cluster 1
2015-09-30,167933.02304,Cluster 1
2015-10-01,184955.813,Cluster 1
2015-10-02,199878.133976,Cluster 1
2015-10-03,278041.578077,Cluster 1
2015-10-04,302673.81505,Cluster 1
2015-10-05,187785.08499899998,Cluster 1
2015-10-06,157063.13997699998,Cluster 1
2015-10-07,170791.01161,Cluster 1
2015-10-08,138432.608011,Cluster 1
2015-10-09,202452.846992,Cluster 1
2015-10-10,191664.06606,Cluster 1
2015-10-11,223747.29303,Cluster 1
2015-10-12,163301.989024,Cluster 1
2015-10-13,127343.330976,Cluster 1
2015-10-14,158632.806962,Cluster 1
2015-10-15,128380.054,Cluster 1
2015-10-16,161826.160896,Cluster 1
2015-10-17,218059.62008,Cluster 1
2015-10-18,244893.774881,Cluster 1
2015-10-19,156402.07302,Cluster 1
2015-10-20,140371.269153,Cluster 1
2015-10-21,160427.7140803,Cluster 1
